"year","catch","species","era","log_catch","log_catch_stnd","catch_stnd","annual_sst","annual_sst_2","annual_sst_3","winter_sst","winter_sst_2","winter_sst_3"
1958,24290103,"Pink even","1950-1976",17.0055795413975,-1.00664179224573,-1.04912760827211,1.48895212011468,1.43329818096494,1.43329818096494,-0.387836923094247,0.726191910972869,0.726191910972869
1960,14984358,"Pink even","1950-1976",16.5225174149723,-1.74678901601653,-1.35728777899745,1.06229715103909,0.769369832340739,0.769369832340739,0.73483899196989,0.792647510132435,0.792647510132435
1962,40887119,"Pink even","1950-1976",17.5263256325341,-0.208755241924654,-0.499516665344798,0.746815283211303,0.717981965953249,0.717981965953249,0.325418059163077,0.203304593985824,0.203304593985824
1964,43544435,"Pink even","1950-1976",17.5892924689416,-0.11227752900288,-0.41151952462891,1.28481445797184,0.683310320838385,0.683310320838385,0.885071558484393,1.00649590791229,1.00649590791229
1966,37465753,"Pink even","1950-1976",17.4389378203374,-0.342650745319626,-0.612815356709526,-0.647401783092978,-0.520241438401208,-0.520241438401208,-0.785154621272793,-0.39185885234542,-0.39185885234542
1968,41751629,"Pink even","1950-1976",17.547249026464,-0.176696442275566,-0.470888377207334,0.435396760264314,0.430008488805548,0.430008488805548,-0.254496280850169,0.0107164762381698,0.0107164762381698
1970,29917212,"Pink even","1950-1976",17.2139445249107,-0.687385208792234,-0.862785636712601,-0.295520399038765,-0.00764819902554756,-0.00764819902554756,-0.97069834220683,-0.0726092493175753,-0.0726092493175753
1972,15742642,"Pink even","1950-1976",16.5718836394727,-1.67115014471355,-1.33217716970198,-1.39451579169188,-1.38354928938427,-1.38354928938427,-0.0979268148789385,-0.751294071804791,-0.751294071804791
1974,8699517,"Pink even","1950-1976",15.9787780648423,-2.57990581081027,-1.56541057577961,-0.895441688893871,-0.41185715000911,-0.41185715000911,-0.730794977238891,-0.716312817210422,-0.716312817210422
1976,23585292,"Pink even","1950-1976",16.9761338553743,-1.05175843784859,-1.07246745673015,-1.01831204057838,-0.699546888777408,-0.699546888777408,-0.27937814085471,-0.45498816273736,-0.45498816273736
1978,47781860,"Pink even","1977-1988",17.6821566275262,0.0300088259073261,-0.271197002204771,0.959860955055589,0.56192152927288,0.56192152927288,0.68505026403518,0.191713721144618,0.191713721144618
1980,57560731,"Pink even","1977-1988",17.8683511396943,0.315295839158479,0.052630757621127,0.917874391565104,0.539231861334923,0.539231861334923,0.32478707277144,0.436230941728215,0.436230941728215
1982,61632810,"Pink even","1977-1988",17.9367049165769,0.420027415960628,0.187477839702901,1.3125829625199,0.505044452859254,0.505044452859254,0.601964961169766,0.546550131596277,0.546550131596277
1984,70396923,"Pink even","1977-1988",18.0696601127867,0.623741211717694,0.47770184200859,1.41102095156571,1.46950823722196,1.46950823722196,0.755690975814402,0.985840730692838,0.985840730692838
1986,76762858,"Pink even","1977-1988",18.1562314613445,0.756385730482367,0.68851007030481,-0.134696935501281,0.179515792768724,0.179515792768724,1.13122355055933,0.570456454953296,0.570456454953296
1988,48738046,"Pink even","1977-1988",17.7019705150828,0.0603676411919001,-0.239532859139904,0.758963157818092,0.627103156190236,0.627103156190236,1.5204239471042,1.2867775147433,1.2867775147433
1990,86894063,"Pink even","1989-2013",18.2802002679938,0.946330590690449,1.02400538663396,0.665485783032239,0.542483427994604,0.542483427994604,0.0426846140685099,0.0696075649292996,0.0696075649292996
1992,59411141,"Pink even","1989-2013",17.8999923256685,0.363776427212188,0.113907169290679,-0.0233045311651147,0.0623957054931616,0.0623957054931616,-0.306067889609105,0.132590763127922,0.132590763127922
1994,114105962,"Pink even","1989-2013",18.5526380658774,1.36375946520391,1.92512866495296,1.03448790269577,0.777246259489318,0.777246259489318,0.15818428644528,0.595514202409425,0.595514202409425
1996,97257728,"Pink even","1989-2013",18.3928750026013,1.11897068695714,1.36719862648098,0.0262875137367285,0.132363376818911,0.132363376818911,-0.463245451054912,-0.317972319456908,-0.317972319456908
1998,104127106,"Pink even","1989-2013",18.461122883937,1.22354001072655,1.59467839271752,1.553614729571,1.30481689640272,1.30481689640272,-0.307499751314401,0.580689576626794,0.580689576626794
2000,74651046,"Pink even","1989-2013",18.1283350939076,0.713642949001022,0.618577319465429,-0.333412296317214,-0.108285826254058,-0.108285826254058,0.743984387731646,0.259616881801933,0.259616881801933
2002,87263636,"Pink even","1989-2013",18.2844443933683,0.952833434613517,1.03624381340962,0.371326635054263,0.520787623590161,0.520787623590161,0.566367025229205,0.116187345696245,0.116187345696245
2004,99864457,"Pink even","1989-2013",18.4193243945262,1.15949641425551,1.45352057638125,1.56718492598816,1.39924548756904,1.39924548756904,2.02006206568035,1.22070407524861,1.22070407524861
2006,71634107,"Pink even","1989-2013",18.0870818732586,0.650434812687556,0.518671246678357,1.71231296222584,0.973528058220715,0.973528058220715,0.40157512844144,0.323245144905529,0.323245144905529
2008,82905668,"Pink even","1989-2013",18.2332139893003,0.874338269562576,0.891929504034545,-0.168991034084163,-0.269280738036087,-0.269280738036087,-0.532896972293999,-0.526969807960968,-0.526969807960968
2010,106245494,"Pink even","1989-2013",18.4812629554577,1.25439860469853,1.66482890809727,-0.096916282809587,0.330226945838921,0.330226945838921,-0.599982513562662,-0.0332467952004552,-0.0332467952004552
2012,66281744,"Pink even","1989-2013",18.0094250627896,0.531449138731218,0.341427501458175,0.416107108134175,-0.0121355885074896,-0.0121355885074896,0.592029888703992,-0.0282279860154881,-0.0282279860154881
2014,94168012,"Pink even","2014-2021",18.3605911065063,1.06950533920976,1.26488254001474,0.77835200418867,1.42701644000746,1.42701644000746,0.283946161935752,0.543226762350068,0.543226762350068
2016,37181789,"Pink even","2014-2021",17.4313296563673,-0.354307965234851,-0.622218837539901,2.01911190414365,2.40742297107306,2.40742297107306,2.13544296209252,1.97244026058449,1.97244026058449
2018,40434524,"Pink even","2014-2021",17.515194532463,-0.225810300403451,-0.514504369442582,1.222992484012,1.59261169487024,1.59261169487024,1.62595918317173,1.28335699572994,1.28335699572994
2020,60549000,"Pink even","2014-2021",17.9189635125504,0.392844057510991,0.151587422048664,2.78450079675655,2.10308201956331,2.10308201956331,2.23284552281826,1.85240026206972,1.85240026206972
1951,28405179,"Pink odd","1950-1976",17.162082045661,-0.641998658458602,-0.85015183749226,-0.754412651433661,-0.368789501398268,-0.368789501398268,-0.192414080077402,-0.147675079912776,-0.147675079912776
1953,15583457,"Pink odd","1950-1976",16.5617204608282,-1.24666766379174,-1.06459252548241,-0.0350119545638797,0.178127300101304,0.178127300101304,-0.163214907175621,0.0581671139785623,0.0581671139785623
1955,24792953,"Pink odd","1950-1976",17.0260700175302,-0.77898653350072,-0.910565581341636,0.641128864356027,0.375946421821058,0.375946421821058,-0.0340540301744617,0.515489013593576,0.515489013593576
1957,13750296,"Pink odd","1950-1976",16.4365709091179,-1.37271512729107,-1.095251769696,0.267313797185343,0.878132958650011,0.878132958650011,-0.0406034909040123,-0.21422020699913,-0.21422020699913
1959,10939428,"Pink odd","1950-1976",16.2078840683992,-1.60304272986186,-1.14226296427419,1.37764424181521,1.21997069642715,1.21997069642715,1.84022074503998,1.28752986850494,1.28752986850494
1961,21373863,"Pink odd","1950-1976",16.8776793783898,-0.928441832501514,-0.967749164942984,0.476442513642384,0.611628898426843,0.611628898426843,0.85045602829498,0.587937043729029,0.587937043729029
1963,34186497,"Pink odd","1950-1976",17.3473412995077,-0.455410223118458,-0.753460471901131,0.689148648695195,0.986981553333517,0.986981553333517,0.0811911288085719,0.483131343646482,0.483131343646482
1965,20369857,"Pink odd","1950-1976",16.8295667680507,-0.976899636885941,-0.984540960724099,0.0818061837049318,-0.282797799694023,-0.282797799694023,1.12792025734019,0.171382818033697,0.171382818033697
1967,6520478,"Pink odd","1950-1976",15.690458244099,-2.12418093459972,-1.21616900265141,-0.393081093709438,0.0211578332774378,0.0211578332774378,0.00143691658195366,-0.126529682134108,-0.126529682134108
1969,25434950,"Pink odd","1950-1976",17.0516347704419,-0.753238360890707,-0.899828312325227,0.424620217346782,0.0645499091540084,0.0645499091540084,0.275929233326509,-0.34738455444016,-0.34738455444016
1971,23477843,"Pink odd","1950-1976",16.9715676832869,-0.833879906207813,-0.932560528134487,0.280224000987671,-0.557145895352104,-0.557145895352104,0.825479843571679,0.36377651434637,0.36377651434637
1973,9749824,"Pink odd","1950-1976",16.0927597915291,-1.71899299007744,-1.16215884878922,-1.37258278707666,-1.13401223798527,-1.13401223798527,-1.40466132873064,-1.06772815298477,-1.06772815298477
1975,12948960,"Pink odd","1950-1976",16.3765260340046,-1.4331908069937,-1.10865395102166,0.0717273888756518,-0.473292325851362,-0.473292325851362,-0.701830657181953,-0.490604399018332,-0.490604399018332
1977,28532217,"Pink odd","1977-1988",17.1665444278467,-0.637504259972999,-0.84802715282659,-0.38078173697644,0.289539609039574,0.289539609039574,-0.63059818462001,0.0272260397075848,0.0272260397075848
1979,49421241,"Pink odd","1977-1988",17.7158908695004,-0.084216416696675,-0.498662482620612,0.163982103490171,0.540928247527637,0.540928247527637,-0.301622821745945,0.0115821255127477,0.0115821255127477
1981,59464972,"Pink odd","1977-1988",17.9008979912782,0.102118077599886,-0.330683128082432,0.160589331104742,0.736586146812321,0.736586146812321,0.547674810684989,0.574819885927378,0.574819885927378
1983,60254284,"Pink odd","1977-1988",17.9140842315417,0.115398925318482,-0.317482045706845,-0.302494056801392,0.554263447382157,0.554263447382157,0.491135302022787,0.623413138918595,0.623413138918595
1985,90333163,"Pink odd","1977-1988",18.3190152045652,0.523235160801353,0.185581076916812,1.52799552287821,0.696649293688462,0.696649293688462,1.21599048557127,1.1736070180653,1.1736070180653
1987,46326503,"Pink odd","1977-1988",17.6512247742937,-0.149346472408586,-0.55042134510954,0.493728521038729,0.626345839428411,0.626345839428411,0.00968935934725786,0.765056653225728,0.765056653225728
1989,96814697,"Pink odd","1989-2013",18.3883093692344,0.593026491033757,0.293983412437075,0.49524315456238,0.58036446879731,0.58036446879731,1.0531310823824,0.547907848225457,0.547907848225457
1991,128231942,"Pink odd","1989-2013",18.6693512289826,0.876084744733041,0.819430433715111,0.419481072956968,0.198088270895927,0.198088270895927,0.0965305157900895,-0.104768686909508,-0.104768686909508
1993,109214546,"Pink odd","1989-2013",18.5088248175323,0.714406602770658,0.501368360459966,0.148095942151438,0.591291922423606,0.591291922423606,0.57124941586495,0.364716851155115,0.364716851155115
1995,128232013,"Pink odd","1989-2013",18.6693517826666,0.876085302389606,0.819431621175644,0.520004616282864,0.273146065009796,0.273146065009796,1.03284411837357,0.284799333659329,0.284799333659329
1997,71897988,"Pink odd","1989-2013",18.0907588389896,0.293341121908034,-0.122743468742405,0.238439239901095,0.896026984736045,0.896026984736045,-0.172699187858904,-0.240099469586652,-0.240099469586652
1999,146071888,"Pink odd","1989-2013",18.7996094420532,1.00727752275843,1.11779989562881,1.05601906323444,0.36130338345861,0.36130338345861,1.46887890456799,1.10643164614982,1.10643164614982
2001,127838206,"Pink odd","1989-2013",18.6662760067173,0.872987458638661,0.812845279339865,0.116840643809099,0.244083639431681,0.244083639431681,-0.224750624127779,0.170808200550713,0.170808200550713
2003,124227398,"Pink odd","1989-2013",18.6376242989492,0.84413018316511,0.752455251251568,0.67024861212606,1.11871676905711,1.11871676905711,-0.333992333836715,0.843034865921817,0.843034865921817
2005,161190287,"Pink odd","1989-2013",18.898096131879,1.10647082606095,1.37065203848994,1.23130604914993,1.47180950568788,1.47180950568788,0.421346084816878,0.411460606629159,0.411460606629159
2007,142919142,"Pink odd","1989-2013",18.7777895877429,0.985301117312694,1.06507086115917,0.234743154215594,0.0328760600657155,0.0328760600657155,0.244915161369618,-0.143990905462191,-0.143990905462191
2009,94641702,"Pink odd","1989-2013",18.3656087614118,0.570163012924368,0.257640513815567,-0.369570441988011,-0.233243362398799,-0.233243362398799,-0.521042643627936,-0.560512578595299,-0.560512578595299
2011,114736144,"Pink odd","1989-2013",18.5581456501588,0.764081298087465,0.593715961969734,0.757370174487429,0.586738641310802,0.586738641310802,0.533488923161752,0.562759405932872,0.562759405932872
2013,223103659,"Pink odd","1989-2013",19.2231470599854,1.43385390043853,2.40614057017624,-0.440378285149154,0.168986859519758,0.168986859519758,-0.648485860734968,-0.182269849399608,-0.182269849399608
2015,191344902,"Pink odd","2014-2021",19.0695881272025,1.27919322678511,1.87498183028218,2.07568087582625,2.04739638998495,2.04739638998495,0.802507362764384,1.46897516242845,1.46897516242845
2017,141651187,"Pink odd","2014-2021",18.7688781640151,0.976325756700421,1.04386457213336,2.79573403800247,2.00936326100723,2.00936326100723,1.80943755907646,1.7176983711241,1.7176983711241
2019,107877271,"Pink odd","2014-2021",18.49650475929,0.701998151678472,0.479002708558293,1.96223090572848,2.37336585124252,2.37336585124252,0.940754808288155,1.58680016555321,1.58680016555321
2021,160673038,"Pink odd","2014-2021",18.8948820381622,1.10323367215252,1.36200115435579,1.42166324237007,0.92594891692908,0.92594891692908,1.47195500132118,1.08487306091845,1.08487306091845
1950,7088989,"Sockeye","1950-1976",15.7740532931361,-0.228249387920137,-0.489444678962197,-0.987884808339989,-0.886679154149253,-0.664373968051714,-0.798786917118509,-1.19557899426788,-0.923413145081268
1951,4955658,"Sockeye","1950-1976",15.4160405120861,-0.815540199743905,-0.900253454328096,-0.785473499958518,-0.764083981749446,-0.838684257279626,-1.59237107141725,-1.41427815142358,-1.20911440665522
1952,5265415,"Sockeye","1950-1976",15.476670522856,-0.716081604602381,-0.8406045326038,-0.742694463540375,-0.629229779175231,-0.681311019436327,-1.23618523142991,-0.70419078073216,-1.00025087762719
1953,5139585,"Sockeye","1950-1976",15.4524828948721,-0.755759438541982,-0.864835216076872,-0.515765094810087,-0.256969134476811,-0.418877577497998,-0.17219633003441,-0.144747459559675,-0.508560050183087
1954,4625730,"Sockeye","1950-1976",15.3471447543114,-0.92855807970914,-0.963786641460764,0.00182682585646558,0.0509616793775565,-0.137947245351658,-0.11729858908494,-0.0731481106264605,-0.106164183762443
1955,3562346,"Sockeye","1950-1976",15.0859298745545,-1.3570598173928,-1.16855912111052,0.100096532898648,0.280610377901144,0.187682527219585,-0.0289976321679805,0.0815419370259377,0.0152617616556452
1956,4531010,"Sockeye","1950-1976",15.3264554306652,-0.962497230274272,-0.982026571036933,0.46112422290364,0.469158078426345,0.346137563250446,0.192081506219855,0.244214778345055,0.15314397484071
1957,3260074,"Sockeye","1950-1976",14.9972604524718,-1.50251478334735,-1.22676668015663,0.47719193394905,0.326013785553374,0.371050598003462,0.296348050470254,0.504889674729001,0.400620285225953
1958,2644432,"Sockeye","1950-1976",14.7879668554121,-1.84584388508002,-1.34531890486241,0.174835637157697,0.409552716049967,0.432099122016328,0.713431298987745,0.29703743650219,0.296807641158212
1959,2827726,"Sockeye","1950-1976",14.8549834130444,-1.73590867991197,-1.31002256141083,0.644269794942237,1.04488236267069,0.754866787499694,-0.119356425983367,0.0867494290705827,0.295643385709637
1960,3416935,"Sockeye","1950-1976",15.0442545083821,-1.4254248616816,-1.19656045556576,1.44549493039915,1.35977362491877,1.12127234825993,0.292855284124531,0.890696486370797,0.554012182252741
1961,3774712,"Sockeye","1950-1976",15.1438346463642,-1.26207175483022,-1.12766447494949,1.27405231943839,1.07949983315946,1.20149819890602,1.48853768861706,1.12929805652423,0.850483799057661
1962,4318836,"Sockeye","1950-1976",15.2784964794692,-1.04116998407792,-1.02288424436774,0.884947346880521,0.723642356257447,0.907112343984429,0.770058424431395,0.727276285607728,0.981030086610837
1963,3114528,"Sockeye","1950-1976",14.951588173843,-1.5774364370242,-1.25479401113312,0.56233736563437,0.648220449349537,0.7271294151932,0.684494146784062,0.472593291115352,0.571748335554033
1964,4121717,"Sockeye","1950-1976",15.2317803820834,-1.11780393742026,-1.06084282416213,0.734103533064704,0.797662984637746,0.719221111636621,0.260692435446641,0.297453361352849,0.426466956496587
1965,5349214,"Sockeye","1950-1976",15.4924601921911,-0.69017993792154,-0.824467625313329,0.861222436210788,0.881211561645238,0.832175552118394,0.334214287259058,0.635205384978098,0.51036773513428
1966,5511631,"Sockeye","1950-1976",15.5223711445871,-0.641113456374326,-0.793191499447909,0.901200687079688,0.382527101766481,0.542092213247917,0.93619648269714,0.739081358992892,0.604125668414947
1967,4017085,"Sockeye","1950-1976",15.2060670731873,-1.15998452664947,-1.08099147609851,-0.136146483546726,-0.346229074073509,0.0695808463108903,0.541966235288647,0.00334710807529943,0.314296899615912
1968,5090764,"Sockeye","1950-1976",15.4429384754949,-0.771416281261388,-0.874236520994926,-0.556311664600291,-0.346863759842797,-0.276624667744106,-0.535272019138046,-0.305533197365977,-0.0230333864811026
1969,4461483,"Sockeye","1950-1976",15.3109917799374,-0.987864089979738,-0.995415164614237,-0.137415855085303,0.141570353517593,-0.0910569858550349,-0.0757943755939068,-0.0890109279675695,-0.237764625024395
1970,6687218,"Sockeye","1950-1976",15.715708501073,-0.323959267874575,-0.566812444436722,0.420556562120488,0.314033343263053,0.163550277146935,-0.102227480341232,-0.0980150939713206,-0.090608187845516
1971,4234436,"Sockeye","1950-1976",15.2587607012846,-1.07354492096704,-1.03913688431948,0.207510124405619,0.0379172382433949,0.16546367953576,-0.0938027076014097,-0.255860107093185,-0.204649231509201
1972,3989055,"Sockeye","1950-1976",15.1990649187093,-1.17147099083612,-1.08638912417727,-0.131675647918828,-0.186599418360528,-0.0552295707718119,-0.417917506584961,0.0495080212457894,0.00173777829672323
1973,3551517,"Sockeye","1950-1976",15.0828853941184,-1.36205403961489,-1.1706444272484,-0.241523188802227,-0.808255231596857,-0.58272870370418,0.51693354907654,0.0125858178407613,-0.130915290301146
1974,3232170,"Sockeye","1950-1976",14.9886642962497,-1.51661607758435,-1.23214006481556,-1.37498727439149,-1.29464902022529,-0.9436070764176,-0.491761913395016,-0.840592122974244,-0.388083565623982
1975,2284344,"Sockeye","1950-1976",14.6415894513768,-2.08596409586249,-1.41465990740911,-1.21431076605909,-0.911841144074829,-1.06622318751371,-1.18942233255347,-0.954874309055996,-0.800503510502335
1976,5506878,"Sockeye","1950-1976",15.5215084143766,-0.642528695026586,-0.794106769562727,-0.609371522090563,-0.436622520754015,-0.695851935855707,-0.72032628555852,-0.647526989795816,-0.828158770715034
1977,7090561,"Sockeye","1977-1988",15.774275020907,-0.227885661568936,-0.489141963914755,-0.263873519417469,-0.532568874375725,-0.558169756947338,-0.574727694033112,-0.47541151837636,-0.557049774103746
1978,7299375,"Sockeye","1977-1988",15.803299286015,-0.180273718308489,-0.448931315112832,-0.801264229333986,-0.388856556150146,-0.347195543905919,-0.376095342719608,-0.303841228980953,-0.394136717331672
1979,5262674,"Sockeye","1977-1988",15.4761498205592,-0.716935774315945,-0.841132358268583,0.0235511170336913,0.36929364373527,-0.0208923139544805,-0.231587115242297,0.0741119400250307,-0.0759571542231822
1980,8096564,"Sockeye","1977-1988",15.9069503321146,-0.010242618212869,-0.295419161197117,0.715036170436849,0.554145115814239,0.377280449554056,0.379810995292358,0.139657342323472,0.0159091898015486
1981,8783557,"Sockeye","1977-1988",15.9883920088549,0.123355820113445,-0.163127101026921,0.393254061191629,0.542613454269043,0.600087692991645,-0.100496310645416,0.145579735210998,0.223656821904784
1982,12193525,"Sockeye","1977-1988",16.3164156311075,0.661451859157222,0.493519606922714,0.691972847346458,0.597958030534361,0.529723374086784,0.39165578106741,0.476979112228909,0.284487304604134
1983,13168090,"Sockeye","1977-1988",16.3933070366265,0.787585948105481,0.681188493825153,0.503943213722264,0.664411567526367,0.673598660799731,0.562302443390407,0.566243904669187,0.508047863468595
1984,11773509,"Sockeye","1977-1988",16.2813625656454,0.603950159883416,0.412638459742983,0.82487992133047,0.531183892309352,0.522103666113656,0.570185365947965,0.574404856986528,0.570370719121154
1985,12515810,"Sockeye","1977-1988",16.3425032030868,0.704246396495613,0.555581005818994,0.237487863288234,0.829582847330257,0.828015205330328,0.578624348025089,0.737476645527747,0.68171288566782
1986,13814888,"Sockeye","1977-1988",16.4412574091769,0.866244629339534,0.805740330501746,1.42167783137228,1.22011663757899,0.892573712815399,0.896328943030403,1.03594852728342,0.883507134197309
1987,17980680,"Sockeye","1977-1988",16.7048084060924,1.2985785769755,1.60793366568933,1.01855544378569,0.544574352961136,0.836942179098184,1.17556811153643,0.987788943061973,0.957302276384787
1988,14361406,"Sockeye","1977-1988",16.4800550276549,0.929888962890907,0.910981566060326,0.0705932621365872,0.320453472927095,0.553154129879959,0.800009774587519,0.63914595134702,0.817953338076823
1989,13562437,"Sockeye","1989-2013",16.4228145440929,0.835990611100955,0.757126643197762,0.570313683717602,0.624053729693968,0.439566907174841,0.478282128106518,0.91804362999652,0.878699011526854
1990,16603517,"Sockeye","1989-2013",16.6251250983559,1.16786459980378,1.34273776054886,0.677793775670333,0.612193842396291,0.598233789503395,1.35780513188652,1.05013036803627,0.859514288059687
1991,16200707,"Sockeye","1989-2013",16.6005654412256,1.1275764823465,1.26516991814412,0.546593909122248,0.565131930792283,0.602685879084967,0.742455604186019,0.401056657266122,0.719972815472922
1992,22613096,"Sockeye","1989-2013",16.9340397654417,1.67461395407267,2.49998330259302,0.583669952462318,0.434394820830011,0.471794516927423,0.0596577103462232,0.0202586759540965,0.260990985364738
1993,19772002,"Sockeye","1989-2013",16.7997774545621,1.45436756699523,1.95288285412094,0.285119689197703,0.163250207184524,0.303390122277122,-0.01914035843803,-0.0278691468497835,0.00130647221555226
1994,14190937,"Sockeye","1989-2013",16.4681140793734,0.910300809670124,0.878154892127472,0.0413807251713436,0.229034413910386,0.247729505672825,-0.0365979352615365,0.205979017845459,0.130939225750963
1995,15763246,"Sockeye","1989-2013",16.5731915856532,1.08267190152481,1.18092944271844,0.416688102649427,0.641146821051114,0.44122478909119,0.448555970952456,0.431899383172,0.275733610360821
1996,18608909,"Sockeye","1989-2013",16.7391510025045,1.35491480963134,1.72890972900971,0.865605539452797,0.618552014308467,0.551264043755455,0.415242795391545,0.491632659488656,0.477273763309923
1997,16613298,"Sockeye","1989-2013",16.6257140169673,1.16883067282604,1.34462125665511,0.371498489164137,0.239973186101469,0.448517303885246,0.568022523585767,0.100112148856321,0.205155697701396
1998,11457425,"Sockeye","1989-2013",16.2541485494134,0.55930778248275,0.351771167722779,0.108447883038801,0.374225562401812,0.373316537989254,-0.367798225873125,-0.282268655366741,0.00116173761742865
1999,17113818,"Sockeye","1989-2013",16.6553967653354,1.21752280424974,1.44100480343999,0.640003241764825,1.00920412882503,0.708952046896284,-0.196739084860358,0.019741486834785,-0.109438417401185
2000,10892856,"Sockeye","1989-2013",16.2036177194784,0.476416071053955,0.243053908422862,1.37840501588523,1.00530612486951,0.883538497167945,0.236222058529928,0.730912452824806,0.421695273596418
2001,11117551,"Sockeye","1989-2013",16.2240355887187,0.509909922772526,0.286322710957884,0.632207233853787,0.223739503628717,0.608628007714221,1.22560284711968,0.840465042962604,0.639050714818377
2002,10044306,"Sockeye","1989-2013",16.1225164647454,0.343376067307636,0.0796513298559478,-0.184728226596348,0.00610558483169488,0.214806134505725,0.455327238805522,0.235331689469473,0.565422075352877
2003,14570916,"Sockeye","1989-2013",16.4945380451039,0.953647173562473,0.951326241371804,0.196939396259738,0.334718100594543,0.161569324864246,0.0153361401334247,0.162084077565821,0.259831797979054
2004,16064652,"Sockeye","1989-2013",16.5921318882993,1.1137419255742,1.23897023889491,0.472496804929348,0.707969231727258,0.537625953238086,0.308832014998217,0.345902239626497,0.235713539795473
2005,15604250,"Sockeye","1989-2013",16.5630538710133,1.06604180624307,1.15031208795817,0.943441658525169,1.20377404615635,0.96001496574735,0.382972464254778,0.94816864454328,0.735056434694926
2006,10612113,"Sockeye","1989-2013",16.1775066425057,0.43358297568813,0.188992120532212,1.46410643378753,1.41511921475847,1.25789336268071,1.51336482483178,0.967069333875754,0.772370377335429
2007,14113644,"Sockeye","1989-2013",16.4626525470421,0.901341610651582,0.863270824594419,1.36613199572943,1.30685074440961,1.35926930753558,0.420773842919728,0.382760621726938,0.759628689428553
2008,9280451,"Sockeye","1989-2013",16.0434207027194,0.213625911026073,-0.0674418015461266,1.2475694930898,0.680830944096841,0.90926462797437,0.344747400534148,0.17464261718346,0.256686359095549
2009,9820910,"Sockeye","1989-2013",16.1000243440617,0.306479575017005,0.0366326716253965,0.114092395103883,-0.0561630897846253,0.378414437840183,0.00453783383277259,-0.260997123974323,-0.0590822824714989
2010,9737725,"Sockeye","1989-2013",16.091518075441,0.292525734069906,0.0206140003649065,-0.226418574673134,-0.250673220541481,-0.129084681993026,-0.526532081781417,-0.529966808821662,-0.351798594603517
2011,17062825,"Sockeye","1989-2013",16.6524126783471,1.21262765256053,1.43118524338005,-0.274927866409827,-0.0559058011118751,-0.112743392298961,-0.533401535861906,-0.390441280194397,-0.435804880723404
2012,13998335,"Sockeye","1989-2013",16.4544489519355,0.88788428095541,0.841066136677416,0.163116264186077,0.400786967725523,0.175548689680406,-0.247481024526889,0.14284783397492,-0.0825686226373556
2013,13416652,"Sockeye","1989-2013",16.4120071799924,0.818262010413556,0.729053288750319,0.638457671264968,0.401787647049633,0.322230519428448,0.533176692476729,0.375113885313615,0.167582248700113
2014,12898917,"Sockeye","2014-2021",16.3726539123192,0.753706179607941,0.629354704089025,0.165117622834297,0.0602584989402138,0.252991556381799,0.217051078150501,-0.0655318773967689,0.134037645894397
2015,15682420,"Sockeye","2014-2021",16.5680508977125,1.07423902160032,1.16536503659594,-0.0446006249538689,0.564972477065166,0.431687525654877,-0.348114832944038,0.0533667224139419,0.107928174326128
2016,12995266,"Sockeye","2014-2021",16.3800956952595,0.765913818485,0.647908325021608,1.1745455790842,1.61755645085652,1.06350409225306,0.454848277771922,0.832431372945767,0.438915970982499
2017,10983339,"Sockeye","2014-2021",16.2118900461778,0.489986149330699,0.260477932365435,2.06056732262884,2.15194350486311,1.82614419627014,1.21001446811961,1.61816202648744,1.2303907769156
2018,6275074,"Sockeye","2014-2021",15.6520958357413,-0.428310664926302,-0.646177705577353,2.24331968709738,2.27785969058872,2.20542890126876,2.02630958485527,1.88647927579839,1.66099100657213
2019,9913645,"Sockeye","2014-2021",16.1094226489732,0.321896728854525,0.054490356055781,2.31239969408007,1.89030621169883,2.00797737016501,1.7466489667415,1.58740957761172,1.73370958002623
2020,4870000,"Sockeye","2014-2021",15.3986044950588,-0.844142565740286,-0.916748343344518,1.4682127293176,1.83373696359026,1.99329120708687,1.42817018848192,1.38228895457818,1.50374229196596
2021,12049338,"Sockeye","2014-2021",16.3045202786325,0.641938502143883,0.46575397426014,2.19926119786292,2.27336443783181,2.00498053499374,1.33640772067444,1.65955450955432,1.58242640253019
